,for_date,data_source,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance,ingest_time
4994,2022-01-17,rentcast,sf092,sf0922c1-Premium,"11200 Biscayne Blvd, Apt 529",Miami,FL,33181,2.0,988,2021-11-11,Apartment,2.882,0.62,2022-01-18 00:44:58.587340
4995,2022-01-17,rentcast,sf092,sf0922c1-Premium,"11200 Biscayne Blvd, Apt 346",Miami,FL,33181,2.0,999,2021-12-09,Apartment,2.742,0.62,2022-01-18 00:44:58.587340
4996,2022-01-17,rentcast,sf092,sf0922c1-Premium,"11200 Biscayne Blvd, Apt 625",Miami,FL,33181,2.0,"1,000",2022-01-10,Apartment,2.842,0.62,2022-01-18 00:44:58.587340
4997,2022-01-17,rentcast,sf092,sf0922c1-Premium,"1370 Ne 119th St, Unit 137008",Miami,FL,33161,2.0,"1,045",2021-09-12,Apartment,1.482,0.32,2022-01-18 00:44:58.587340
4998,2022-01-17,rentcast,sf092,sf0922c1-Premium,"11200 Biscayne Blvd, # 819",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.832,0.62,2022-01-18 00:44:58.587340
4999,2022-01-17,rentcast,sf092,sf0922c1-Premium,"11200 Biscayne Blvd, Apt 736",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.802,0.62,2022-01-18 00:44:58.587340
5000,2022-01-17,rentcast,sf092,sf0922c1-Signature,"12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33,2022-01-18 00:44:58.587340
5001,2022-01-17,rentcast,sf092,sf0922c1-Signature,"1350 Ne 119th St, Apt 1",Miami,FL,33161,2.0,952,2022-01-11,Condo,1.582,0.32,2022-01-18 00:44:58.587340
5002,2022-01-17,rentcast,sf092,sf0922c1-Signature,"1250 Ne 119th St, Apt 3B",Miami,FL,33161,2.0,987,2021-11-18,Apartment,1.772,0.4,2022-01-18 00:44:58.587340
5003,2022-01-17,rentcast,sf092,sf0922c1-Signature,"12016 Ne 16th Ave, # 02-207",Miami,FL,33161,2.0,"1,045",2022-01-10,Apartment,2.432,0.1,2022-01-18 00:44:58.587340
5004,2022-01-17,rentcast,sf092,sf0922c1-Signature,"12016 Ne 16th Ave, # 02-201",Miami,FL,33161,2.0,"1,045",2021-12-13,Apartment,2.432,0.1,2022-01-18 00:44:58.587340
5005,2022-01-17,rentcast,sf092,sf0922c1-Signature,"12016 Ne 16th Ave, # 07-101",Miami,FL,33161,2.0,"1,045",2021-11-18,Apartment,2.312,0.1,2022-01-18 00:44:58.587340
5006,2022-01-17,rentcast,sf092,sf0922c1-Signature,"12016 Ne 16th Ave, # 06-201",Miami,FL,33161,2.0,"1,045",2021-11-27,Apartment,2.422,0.1,2022-01-18 00:44:58.587340
5007,2022-01-17,rentcast,sf092,sf0922c1-Signature,"12016 Ne 16th Ave, # 02-208",Miami,FL,33161,2.0,"1,045",2021-11-19,Apartment,2.302,0.1,2022-01-18 00:44:58.587340
5008,2022-01-17,rentcast,sf092,sf0922c1-Signature,"12016 Ne 16th Ave, # 06-107",Miami,FL,33161,2.0,"1,045",2021-11-01,Apartment,2.382,0.1,2022-01-18 00:44:58.587340
5009,2022-01-17,rentcast,sf092,sf0922c1-Signature,"1385 Ne 129th St, North",Miami,FL,33161,2.0,"1,174",2022-01-09,Single Family,2.392,0.53,2022-01-18 00:44:58.587340
5010,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, Apt 733",Miami,FL,33181,2.0,985,2021-11-24,Apartment,2.902,0.62,2022-01-18 00:44:58.587340
5011,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, Apt 626",Miami,FL,33181,2.0,988,2022-01-11,Apartment,2.832,0.62,2022-01-18 00:44:58.587340
5012,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, Apt 729",Miami,FL,33181,2.0,988,2021-12-09,Apartment,2.862,0.62,2022-01-18 00:44:58.587340
5013,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, # 826",Miami,FL,33181,2.0,988,2021-12-09,Apartment,2.902,0.62,2022-01-18 00:44:58.587340
5014,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, Apt 529",Miami,FL,33181,2.0,988,2021-11-11,Apartment,2.882,0.62,2022-01-18 00:44:58.587340
5015,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, Apt 346",Miami,FL,33181,2.0,999,2021-12-09,Apartment,2.742,0.62,2022-01-18 00:44:58.587340
5016,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, Apt 625",Miami,FL,33181,2.0,"1,000",2022-01-10,Apartment,2.842,0.62,2022-01-18 00:44:58.587340
5017,2022-01-17,rentcast,sf092,sf0922c1-Signature,"1370 Ne 119th St, Unit 137008",Miami,FL,33161,2.0,"1,045",2021-09-12,Apartment,1.482,0.32,2022-01-18 00:44:58.587340
5018,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, # 819",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.832,0.62,2022-01-18 00:44:58.587340
5019,2022-01-17,rentcast,sf092,sf0922c1-Signature,"11200 Biscayne Blvd, Apt 736",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.802,0.62,2022-01-18 00:44:58.587340
5020,2022-01-17,rentcast,sf092,sf0922c2-Premium,"12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33,2022-01-18 00:44:58.587340
5021,2022-01-17,rentcast,sf092,sf0922c2-Premium,"1350 Ne 119th St, Apt 1",Miami,FL,33161,2.0,952,2022-01-12,Condo,1.582,0.32,2022-01-18 00:44:58.587340
5022,2022-01-17,rentcast,sf092,sf0922c2-Premium,"1250 Ne 119th St, Apt 3B",Miami,FL,33161,2.0,987,2021-11-18,Apartment,1.772,0.4,2022-01-18 00:44:58.587340
5023,2022-01-17,rentcast,sf092,sf0922c2-Premium,"12016 Ne 16th Ave, # 02-207",Miami,FL,33161,2.0,"1,045",2022-01-10,Apartment,2.432,0.1,2022-01-18 00:44:58.587340
5024,2022-01-17,rentcast,sf092,sf0922c2-Premium,"12016 Ne 16th Ave, # 02-201",Miami,FL,33161,2.0,"1,045",2021-12-13,Apartment,2.432,0.1,2022-01-18 00:44:58.587340
5025,2022-01-17,rentcast,sf092,sf0922c2-Premium,"12016 Ne 16th Ave, # 06-201",Miami,FL,33161,2.0,"1,045",2021-11-27,Apartment,2.422,0.1,2022-01-18 00:44:58.587340
5026,2022-01-17,rentcast,sf092,sf0922c2-Premium,"12016 Ne 16th Ave, # 07-101",Miami,FL,33161,2.0,"1,045",2021-11-18,Apartment,2.312,0.1,2022-01-18 00:44:58.587340
5027,2022-01-17,rentcast,sf092,sf0922c2-Premium,"12016 Ne 16th Ave, # 06-107",Miami,FL,33161,2.0,"1,045",2021-11-01,Apartment,2.382,0.1,2022-01-18 00:44:58.587340
5028,2022-01-17,rentcast,sf092,sf0922c2-Premium,"12016 Ne 16th Ave, # 02-208",Miami,FL,33161,2.0,"1,045",2021-11-19,Apartment,2.302,0.1,2022-01-18 00:44:58.587340
5029,2022-01-17,rentcast,sf092,sf0922c2-Premium,"1385 Ne 129th St, North",Miami,FL,33161,2.0,"1,174",2022-01-09,Single Family,2.392,0.53,2022-01-18 00:44:58.587340
5030,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, Apt 733",Miami,FL,33181,2.0,985,2021-11-24,Apartment,2.902,0.62,2022-01-18 00:44:58.587340
5031,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, Apt 626",Miami,FL,33181,2.0,988,2022-01-12,Apartment,2.832,0.62,2022-01-18 00:44:58.587340
5032,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, Apt 729",Miami,FL,33181,2.0,988,2021-12-09,Apartment,2.862,0.62,2022-01-18 00:44:58.587340
5033,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, # 826",Miami,FL,33181,2.0,988,2021-12-09,Apartment,2.902,0.62,2022-01-18 00:44:58.587340
5034,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, Apt 529",Miami,FL,33181,2.0,988,2021-11-11,Apartment,2.882,0.62,2022-01-18 00:44:58.587340
5035,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, Apt 346",Miami,FL,33181,2.0,999,2021-12-09,Apartment,2.742,0.62,2022-01-18 00:44:58.587340
5036,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, Apt 625",Miami,FL,33181,2.0,"1,000",2022-01-12,Apartment,2.842,0.62,2022-01-18 00:44:58.587340
5037,2022-01-17,rentcast,sf092,sf0922c2-Premium,"1370 Ne 119th St, Unit 137008",Miami,FL,33161,2.0,"1,045",2021-09-12,Apartment,1.482,0.32,2022-01-18 00:44:58.587340
5038,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, # 819",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.832,0.62,2022-01-18 00:44:58.587340
5039,2022-01-17,rentcast,sf092,sf0922c2-Premium,"11200 Biscayne Blvd, Apt 736",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.802,0.62,2022-01-18 00:44:58.587340
5040,2022-01-17,rentcast,sf092,sf0922c2-Signature,"12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33,2022-01-18 00:44:58.587340
5041,2022-01-17,rentcast,sf092,sf0922c2-Signature,"1350 Ne 119th St, Apt 1",Miami,FL,33161,2.0,952,2022-01-12,Condo,1.582,0.32,2022-01-18 00:44:58.587340
5042,2022-01-17,rentcast,sf092,sf0922c2-Signature,"1250 Ne 119th St, Apt 3B",Miami,FL,33161,2.0,987,2021-11-18,Apartment,1.772,0.4,2022-01-18 00:44:58.587340
5043,2022-01-17,rentcast,sf092,sf0922c2-Signature,"12016 Ne 16th Ave, # 02-207",Miami,FL,33161,2.0,"1,045",2022-01-10,Apartment,2.432,0.1,2022-01-18 00:44:58.587340
5044,2022-01-17,rentcast,sf092,sf0922c2-Signature,"12016 Ne 16th Ave, # 02-201",Miami,FL,33161,2.0,"1,045",2021-12-13,Apartment,2.432,0.1,2022-01-18 00:44:58.587340
5045,2022-01-17,rentcast,sf092,sf0922c2-Signature,"12016 Ne 16th Ave, # 06-201",Miami,FL,33161,2.0,"1,045",2021-11-27,Apartment,2.422,0.1,2022-01-18 00:44:58.587340
5046,2022-01-17,rentcast,sf092,sf0922c2-Signature,"12016 Ne 16th Ave, # 07-101",Miami,FL,33161,2.0,"1,045",2021-11-18,Apartment,2.312,0.1,2022-01-18 00:44:58.587340
5047,2022-01-17,rentcast,sf092,sf0922c2-Signature,"12016 Ne 16th Ave, # 06-107",Miami,FL,33161,2.0,"1,045",2021-11-01,Apartment,2.382,0.1,2022-01-18 00:44:58.587340
5048,2022-01-17,rentcast,sf092,sf0922c2-Signature,"12016 Ne 16th Ave, # 02-208",Miami,FL,33161,2.0,"1,045",2021-11-19,Apartment,2.302,0.1,2022-01-18 00:44:58.587340
5049,2022-01-17,rentcast,sf092,sf0922c2-Signature,"1385 Ne 129th St, North",Miami,FL,33161,2.0,"1,174",2022-01-09,Single Family,2.392,0.53,2022-01-18 00:44:58.587340
5050,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, Apt 733",Miami,FL,33181,2.0,985,2021-11-24,Apartment,2.902,0.62,2022-01-18 00:44:58.587340
5051,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, Apt 626",Miami,FL,33181,2.0,988,2022-01-12,Apartment,2.832,0.62,2022-01-18 00:44:58.587340
5052,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, Apt 729",Miami,FL,33181,2.0,988,2021-12-09,Apartment,2.862,0.62,2022-01-18 00:44:58.587340
5053,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, # 826",Miami,FL,33181,2.0,988,2021-12-09,Apartment,2.902,0.62,2022-01-18 00:44:58.587340
5054,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, Apt 529",Miami,FL,33181,2.0,988,2021-11-11,Apartment,2.882,0.62,2022-01-18 00:44:58.587340
5055,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, Apt 346",Miami,FL,33181,2.0,999,2021-12-09,Apartment,2.742,0.62,2022-01-18 00:44:58.587340
5056,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, Apt 625",Miami,FL,33181,2.0,"1,000",2022-01-12,Apartment,2.842,0.62,2022-01-18 00:44:58.587340
5057,2022-01-17,rentcast,sf092,sf0922c2-Signature,"1370 Ne 119th St, Unit 137008",Miami,FL,33161,2.0,"1,045",2021-09-12,Apartment,1.482,0.32,2022-01-18 00:44:58.587340
5058,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, # 819",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.832,0.62,2022-01-18 00:44:58.587340
5059,2022-01-17,rentcast,sf092,sf0922c2-Signature,"11200 Biscayne Blvd, Apt 736",Miami,FL,33181,2.0,"1,018",2021-12-09,Apartment,2.802,0.62,2022-01-18 00:44:58.587340
5060,2022-01-17,rentcast,sf143,sf1431a1-Classic,NW 59 Ct,Tamarac,FL,33321,1.0,,2021-07-03,Single Family,,0.2,2022-01-18 00:44:58.587340
5061,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 1-5982",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5062,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 7-8543",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5063,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 6-8429",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5064,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 1-5980",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5065,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 9-8705",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5066,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 1-5926",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5067,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 1-5972",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5068,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 8-8671",Tamarac,FL,33321,1.0,756,2022-01-11,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5069,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 2-6056",Tamarac,FL,33321,1.0,756,2022-01-09,Apartment,2.222,0.07,2022-01-18 00:44:58.587340
5070,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 2-6060",Tamarac,FL,33321,1.0,756,2022-01-08,Apartment,2.222,0.07,2022-01-18 00:44:58.587340
5071,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 8-8673",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5072,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 7-8513",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5073,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 1-5940",Tamarac,FL,33321,1.0,756,2022-01-11,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5074,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 7-8533",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.282,0.07,2022-01-18 00:44:58.587340
5075,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 9-8717",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5076,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 7-8541",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5077,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 6-8421",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5078,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 9-8743",Tamarac,FL,33321,1.0,756,2021-12-16,Apartment,2.132,0.07,2022-01-18 00:44:58.587340
5079,2022-01-17,rentcast,sf143,sf1431a1-Classic,"8650 Nw 61st Ter, # 8-8605",Tamarac,FL,33321,1.0,756,2021-12-26,Apartment,2.042,0.07,2022-01-18 00:44:58.587340
5080,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,NW 59 Ct,Tamarac,FL,33321,1.0,,2021-07-03,Single Family,,0.2,2022-01-18 00:44:58.587340
5081,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 1-5982",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5082,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 7-8543",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5083,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 6-8429",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5084,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 1-5980",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5085,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 9-8705",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5086,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 1-5926",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5087,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 1-5972",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5088,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 8-8671",Tamarac,FL,33321,1.0,756,2022-01-11,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5089,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 2-6056",Tamarac,FL,33321,1.0,756,2022-01-09,Apartment,2.222,0.07,2022-01-18 00:44:58.587340
5090,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 2-6060",Tamarac,FL,33321,1.0,756,2022-01-08,Apartment,2.222,0.07,2022-01-18 00:44:58.587340
5091,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 8-8673",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5092,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 7-8513",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5093,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 1-5940",Tamarac,FL,33321,1.0,756,2022-01-11,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5094,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 7-8533",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.282,0.07,2022-01-18 00:44:58.587340
5095,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 9-8717",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5096,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 7-8541",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5097,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 6-8421",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5098,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 9-8743",Tamarac,FL,33321,1.0,756,2021-12-16,Apartment,2.132,0.07,2022-01-18 00:44:58.587340
5099,2022-01-17,rentcast,sf143,sf1431a1-Current Signature,"8650 Nw 61st Ter, # 8-8605",Tamarac,FL,33321,1.0,756,2021-12-26,Apartment,2.042,0.07,2022-01-18 00:44:58.587340
5100,2022-01-17,rentcast,sf143,sf1431a1-Platinum,NW 59 Ct,Tamarac,FL,33321,1.0,,2021-07-03,Single Family,,0.2,2022-01-18 00:44:58.587340
5101,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 1-5982",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5102,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 7-8543",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5103,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 6-8429",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5104,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 1-5980",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5105,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 9-8705",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5106,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 1-5926",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5107,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 1-5972",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5108,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 8-8671",Tamarac,FL,33321,1.0,756,2022-01-11,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5109,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 2-6056",Tamarac,FL,33321,1.0,756,2022-01-09,Apartment,2.222,0.07,2022-01-18 00:44:58.587340
5110,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 2-6060",Tamarac,FL,33321,1.0,756,2022-01-08,Apartment,2.222,0.07,2022-01-18 00:44:58.587340
5111,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 8-8673",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5112,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 7-8513",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5113,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 1-5940",Tamarac,FL,33321,1.0,756,2022-01-11,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5114,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 7-8533",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.282,0.07,2022-01-18 00:44:58.587340
5115,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 9-8717",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5116,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 7-8541",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5117,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 6-8421",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5118,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 9-8743",Tamarac,FL,33321,1.0,756,2021-12-16,Apartment,2.132,0.07,2022-01-18 00:44:58.587340
5119,2022-01-17,rentcast,sf143,sf1431a1-Platinum,"8650 Nw 61st Ter, # 8-8605",Tamarac,FL,33321,1.0,756,2021-12-26,Apartment,2.042,0.07,2022-01-18 00:44:58.587340
5120,2022-01-17,rentcast,sf143,sf1431a1-Premium,NW 59 Ct,Tamarac,FL,33321,1.0,,2021-07-03,Single Family,,0.2,2022-01-18 00:44:58.587340
5121,2022-01-17,rentcast,sf143,sf1431a1-Premium,"8650 Nw 61st Ter, # 1-5982",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5122,2022-01-17,rentcast,sf143,sf1431a1-Premium,"8650 Nw 61st Ter, # 7-8543",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5123,2022-01-17,rentcast,sf143,sf1431a1-Premium,"8650 Nw 61st Ter, # 6-8429",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5124,2022-01-17,rentcast,sf143,sf1431a1-Premium,"8650 Nw 61st Ter, # 1-5980",Tamarac,FL,33321,1.0,756,2022-01-10,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5125,2022-01-17,rentcast,sf143,sf1431a1-Premium,"8650 Nw 61st Ter, # 9-8705",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.272,0.07,2022-01-18 00:44:58.587340
5126,2022-01-17,rentcast,sf143,sf1431a1-Premium,"8650 Nw 61st Ter, # 1-5926",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
5127,2022-01-17,rentcast,sf143,sf1431a1-Premium,"8650 Nw 61st Ter, # 1-5972",Tamarac,FL,33321,1.0,756,2022-01-12,Apartment,2.192,0.07,2022-01-18 00:44:58.587340
