,id,link,name,rent,bedrooms,bathrooms,size,description,address,features,walk score,transit score,bike score,dogs_allowed,cats_allowed
26,fydlwtr,https://www.apartments.com/500-w-56th-st-new-york-ny/fydlwtr/,500 W 56th St Unit FL14-ID116,"5,800",1,1,645 sq ft,"About 500 W 56th St New York, NY 10019 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $5,800 / mo. Indicative prices/duration: 6 months lease: from $7,250 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Feel at home wherever you choose to live with Blueground. You’ll love this cheery Midtown West furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and charming living room with great views. Ideally located, you’re close to all the best that Midtown has to offer! (ID #NYC116) Designed With You In Mind As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Midtown vibes or bring the entertainment to you with the premium wireless speaker or smart TV. This apartment also offers in-floor laundry. Sleeping Arrangements Queen Bed, 63in/160cm Amenities Building amenities unique to this one-bedroom apartment include an on-site: Doorman In-Floor Laundry Pet Friendly Gym Roof Deck Garden Basketball Court Bike Storage Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown West, also known as Hell’s Kitchen. It is one of the city’s most iconic neighborhoods. Home to the bright lights of Times Square and Broadway, the area is constantly buzzing with activity. Along Restaurant Row diners can find a wide variety of flavors to please the extremely diverse crowds. There are countless options to satisfy any craving at any time of day. Midtown West offers serene strolls along the Hudson River, perfect for spending time outdoors on a sunny day. The pier mainly consists of sightseeing boats, which offer a unique way to experience the city. Close by are the relaxing corners of Bryant Park and the New York Public Library. The Midtown West area is easily accessible by public transport. Historic Grand Central Station is only a 20 minute walk away. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of six months, to a year or more. Pets are welcome, though weight limits and breed restrictions apply and may incur fees. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 500 W 56th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone. Unique Features SharedYard","500 W 56th St, New York, NY 10019 – Hell's Kitchen","['SharedYard', 'Wi-Fi', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Lounge', 'Corporate Suites', 'Fitness Center', 'Bike Storage', 'Basketball Court', 'Roof Terrace', 'Grill', 'Garden']",99,100,84,yes,yes
27,s08q0z5,https://www.apartments.com/1600-broadway-new-york-ny/s08q0z5/,1600 Broadway Unit FL17-ID420,"5,930",1,1,900 sq ft,"About 1600 Broadway New York, NY 10019 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $5,930 / mo. Indicative prices/duration: 6 months lease: from $6,170 / mo 3 months lease: from $6,710 / mo 2 months lease: from $6,760 / mo 1 month lease: from $6,580 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Discover the best of Midtown, with this one-bedroom Midtown apartment with balcony views over the city. It’ll be easy to simply show up and start living in this exquisitely Blueground furnished apartment with its fully-equipped kitchen, cheery living room, and our dedicated, on-the-ground support. (ID #NYC420) Designed With You In Mind Thoughtfully designed with bespoke finishes, modern furnishings, and a fully-equipped kitchen, you’ll enjoy that “I’m home” feeling with this Blueground apartment. Whether you’re lounging in your roomy living room streaming the latest and greatest entertainment on the smart TV or premium wireless speaker, or getting some well-earned rest on the superior quality mattress with luxury linens, you’ll fall in love with everything this Midtown apartment has to offer. This apartment also offers in-apartment laundry. Sleeping Arrangements Queen Bed, 63in/160cm Amenities Building amenities unique to this one-bedroom apartment include an on-site: Doorman Pet Friendly Gym Roof Deck Garden Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown. As the central portion of Manhattan it is a one-of-a-kind area. Home to some of the city’s most iconic sights, including Rockefeller Center, the Chrysler Building, Broadway, Times Square, the Empire State Building and the United Nations Headquarters. Considered the island’s central business district, it offers an abundance of hot spots. Niche destinations such as Koreatown can also be found in Midtown. Bordering Central Park, it is a vast neighborhood that encompasses the city center. Without traffic, JFK Airport is about half an hour away by car. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Pets are welcome, though weight limits and breed restrictions apply and may incur fees. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 1600 Broadway is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone. Unique Features SharedYard","1600 Broadway, New York, NY 10019 – Times Square","['SharedYard', 'Wi-Fi', 'In Unit Washer & Dryer', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Corporate Suites', 'Fitness Center', 'Gameroom', 'Roof Terrace', 'Balcony', 'Garden']",97,100,93,yes,yes
28,6c2dlls,https://www.apartments.com/410-w-53rd-st-new-york-ny/6c2dlls/,410 W 53rd St Unit 623.445694,"4,744",1,1,,"About 410 W 53rd St New York, NY 10019 Save $250 off your first month's rent when you move in before January 25, 2022**Landing special: Save $250 with promo code APTS250** Landing offers flexible leases across a network of over 35,000 fully-furnished apartments throughout 200+ cities so you can rent on your terms, practically anywhere, and avoid the hassle of paying deposits or application fees. Visit hellolanding.com to learn about all the benefits of a Landing membership, see our competitive up-to-date pricing, explore available apartments, take virtual tours, and make reservations online without jumping through traditional rental hoops. Landing’s apartments at Midwest Court are designed for comfortable, easy living, with the ability to stay as long as you like. Experience living with Landing Every apartment is outfitted with all the modern essentials including: custom-designed furnishings, a fully-equipped kitchen with deluxe stainless steel appliances, a gourmet coffee maker, premium linens, Smart TVs, and incredibly fast, reliable internet for working from home. When you live with Landing, you'll enjoy a hassle-free experience with the added benefit of 24/7 access to our dedicated member experience team. Some of the nitty-gritty: a background check and proof of income are required; we’re completely smoke-free; bundled utility packages and pricing vary based on length of stay; pet-friendly options available; listed price reflects a 6+ month stay. 410 W 53rd St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","410 W 53rd St, New York, NY 10019 – Hell's Kitchen","['Air Conditioning', 'Heating', 'Ceiling Fans', 'Dishwasher', 'Ice Maker', 'Stainless Steel Appliances', 'Pantry', 'Range', 'Refrigerator', 'Freezer', 'Basement', 'Furnished', 'Corporate Suites', 'Fitness Center']",100,100,93,yes,yes
29,47kf7kk,https://www.apartments.com/550-w-45th-st-new-york-ny/47kf7kk/,550 W 45th St Unit 2108.535362,"5,706",1,1,610 sq ft,"About 550 W 45th St New York, NY 10036 **Landing special: Save $250 with promo code APTS250** Landing offers flexible leases across a network of over 35,000 fully-furnished apartments throughout 200+ cities so you can rent on your terms, practically anywhere, and avoid the hassle of paying deposits or application fees. Visit hellolanding.com to learn about all the benefits of a Landing membership, see our competitive up-to-date pricing, explore available apartments, take virtual tours, and make reservations online without jumping through traditional rental hoops. Landing’s apartments at Gotham West are designed for comfortable, easy living, with the ability to stay as long as you like. Experience living with Landing Every apartment is outfitted with all the modern essentials including: custom-designed furnishings, a fully-equipped kitchen with deluxe stainless steel appliances, a gourmet coffee maker, premium linens, Smart TVs, and incredibly fast, reliable internet for working from home. When you live with Landing, you'll enjoy a hassle-free experience with the added benefit of 24/7 access to our dedicated member experience team. Some of the nitty-gritty: a background check and proof of income are required; we’re completely smoke-free; bundled utility packages and pricing vary based on length of stay; pet-friendly options available; listed price reflects a 6+ month stay. 550 W 45th St is an apartment located in Manhattan County, the 10036 ZIP Code, and the attendance zone.","550 W 45th St, New York, NY 10036 – Midtown West","['Air Conditioning', 'Heating', 'Ceiling Fans', 'Dishwasher', 'Ice Maker', 'Stainless Steel Appliances', 'Pantry', 'Range', 'Refrigerator', 'Freezer', 'Basement', 'Furnished', 'Corporate Suites', 'Fitness Center', 'Yard']",91,100,87,yes,yes
30,7g2h3yx,https://www.apartments.com/830-8th-ave-new-york-ny/7g2h3yx/,830 8th Ave Unit FL6-ID643,"5,380",1,1,650 sq ft,"About 830 8th Ave New York, NY 10019 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $5,380 / mo. Indicative prices/duration: 6 months lease: from $6,240 / mo 3 months lease: from $6,200 / mo 2 months lease: from $6,250 / mo 1 month lease: from $6,340 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Feel at home wherever you choose to live with Blueground. You’ll love this cheery Midtown West furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and beautiful living room with great views. Ideally located, you’re close to all the best that Midtown has to offer! (ID #NYC643) Designed With You In Mind Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this one-bedroom apartment. Ideally located in Midtown, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living. This apartment also offers in-apartment laundry. Sleeping Arrangements Queen Bed, 63in/160cm Amenities Building amenities unique to this one-bedroom apartment include an on-site: Doorman Gym Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown West, also known as Hell’s Kitchen. It is one of the city’s most iconic neighborhoods. Home to the bright lights of Times Square and Broadway, the area is constantly buzzing with activity. Along Restaurant Row diners can find a wide variety of flavors to please the extremely diverse crowds. There are countless options to satisfy any craving at any time of day. Midtown West offers serene strolls along the Hudson River, perfect for spending time outdoors on a sunny day. The pier mainly consists of sightseeing boats, which offer a unique way to experience the city. Close by are the relaxing corners of Bryant Park and the New York Public Library. The Midtown West area is easily accessible by public transport. Historic Grand Central Station is only a 20 minute walk away. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 830 8th Ave is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","830 8th Ave, New York, NY 10019 – Times Square","['Wi-Fi', 'In Unit Washer & Dryer', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Corporate Suites', 'Fitness Center']",99,100,93,,
31,jx8v406,https://www.apartments.com/830-8th-ave-new-york-ny/jx8v406/,830 8th Ave Unit FL6-ID652,"5,380",1,1,650 sq ft,"About 830 8th Ave New York, NY 10019 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $5,380 / mo. Indicative prices/duration: 6 months lease: from $6,180 / mo 3 months lease: from $6,540 / mo 2 months lease: from $6,700 / mo 1 month lease: from $6,930 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Feel at home wherever you choose to live with Blueground. You’ll love this spacious Midtown West furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and cheery living room with great views. Ideally located, you’re close to all the best that Midtown has to offer! (ID #NYC652) Designed With You In Mind Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this one-bedroom apartment. Ideally located in Midtown, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living. This apartment also offers in-apartment laundry. Sleeping Arrangements King Bed, 70.8in/180cm Amenities Building amenities unique to this one-bedroom apartment include an on-site: Doorman Gym Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown West, also known as Hell’s Kitchen. It is one of the city’s most iconic neighborhoods. Home to the bright lights of Times Square and Broadway, the area is constantly buzzing with activity. Along Restaurant Row diners can find a wide variety of flavors to please the extremely diverse crowds. There are countless options to satisfy any craving at any time of day. Midtown West offers serene strolls along the Hudson River, perfect for spending time outdoors on a sunny day. The pier mainly consists of sightseeing boats, which offer a unique way to experience the city. Close by are the relaxing corners of Bryant Park and the New York Public Library. The Midtown West area is easily accessible by public transport. Historic Grand Central Station is only a 20 minute walk away. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 830 8th Ave is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","830 8th Ave, New York, NY 10019 – Times Square","['Wi-Fi', 'In Unit Washer & Dryer', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Corporate Suites', 'Fitness Center']",99,100,93,,
32,6hjeb9s,https://www.apartments.com/830-8th-ave-new-york-ny/6hjeb9s/,830 8th Ave Unit FL7-ID651,"5,380",1,1,650 sq ft,"About 830 8th Ave New York, NY 10019 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $5,380 / mo. Indicative prices/duration: 6 months lease: from $6,390 / mo 3 months lease: from $7,480 / mo 2 months lease: from $7,630 / mo 1 month lease: from $7,850 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Feel at home wherever you choose to live with Blueground. You’ll love this beautiful Midtown West furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and comfortable living room with great views. Ideally located, you’re close to all the best that Midtown has to offer! (ID #NYC651) Designed With You In Mind Thoughtfully designed with bespoke finishes, modern furnishings, and a fully-equipped kitchen, you’ll enjoy that “I’m home” feeling with this Blueground apartment. Whether you’re lounging in your cheery living room streaming the latest and greatest entertainment on the smart TV or premium wireless speaker, or getting some well-earned rest on the superior quality mattress with luxury linens, you’ll fall in love with everything this Midtown West apartment has to offer. This apartment also offers in-apartment laundry. Sleeping Arrangements Queen Bed, 63in/160cm Amenities Building amenities unique to this one-bedroom apartment include an on-site: Doorman Gym Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown West, also known as Hell’s Kitchen. It is one of the city’s most iconic neighborhoods. Home to the bright lights of Times Square and Broadway, the area is constantly buzzing with activity. Along Restaurant Row diners can find a wide variety of flavors to please the extremely diverse crowds. There are countless options to satisfy any craving at any time of day. Midtown West offers serene strolls along the Hudson River, perfect for spending time outdoors on a sunny day. The pier mainly consists of sightseeing boats, which offer a unique way to experience the city. Close by are the relaxing corners of Bryant Park and the New York Public Library. The Midtown West area is easily accessible by public transport. Historic Grand Central Station is only a 20 minute walk away. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 830 8th Ave is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","830 8th Ave, New York, NY 10019 – Times Square","['Wi-Fi', 'In Unit Washer & Dryer', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Corporate Suites', 'Fitness Center']",99,100,93,,
33,yetth2s,https://www.apartments.com/830-8th-ave-new-york-ny/yetth2s/,830 8th Ave Unit FL8-ID650,"5,910",1,1,650 sq ft,"About 830 8th Ave New York, NY 10019 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $5,910 / mo. Indicative prices/duration: 6 months lease: from $6,370 / mo 3 months lease: from $6,260 / mo 2 months lease: from $6,080 / mo 1 month lease: from $6,340 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Feel at home wherever you choose to live with Blueground. You’ll love this roomy Midtown West furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and lovely living room with great views. Ideally located, you’re close to all the best that Midtown has to offer! (ID #NYC650) Designed With You In Mind As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Midtown vibes or bring the entertainment to you with the premium wireless speaker or smart TV. This apartment also offers in-apartment laundry. Sleeping Arrangements Queen Bed, 63in/160cm Amenities Building amenities unique to this one-bedroom apartment include an on-site: Doorman Gym Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown West, also known as Hell’s Kitchen. It is one of the city’s most iconic neighborhoods. Home to the bright lights of Times Square and Broadway, the area is constantly buzzing with activity. Along Restaurant Row diners can find a wide variety of flavors to please the extremely diverse crowds. There are countless options to satisfy any craving at any time of day. Midtown West offers serene strolls along the Hudson River, perfect for spending time outdoors on a sunny day. The pier mainly consists of sightseeing boats, which offer a unique way to experience the city. Close by are the relaxing corners of Bryant Park and the New York Public Library. The Midtown West area is easily accessible by public transport. Historic Grand Central Station is only a 20 minute walk away. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 830 8th Ave is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","830 8th Ave, New York, NY 10019 – Times Square","['Wi-Fi', 'In Unit Washer & Dryer', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Corporate Suites', 'Fitness Center']",99,100,93,,
34,xp6h1wq,https://www.apartments.com/111-e-56th-st-new-york-ny/xp6h1wq/,111 E 56th St,"6,950",1,1,850 sq ft,"About 111 E 56th St New York, NY 10022 Short term rental and NO BOARD APPROVAL! From 1 month to 6 months. This spacious, newly Renovated apartment is in pristine condition. Located in a full service, historic hotel, The Lombardy, is the quintessence of luxury. Situated off Park Ave, doesn't get better than this! Live like royalty in New York! This tastefully furnished 1 bedroom is fit for a king! You get windows facing south, and a huge walk-in closet.. All electric, cable, Internet, and housekeeping is included in rent. This lovely home has been meticulously renovated to the highest standards with attention to detail. The buildings amenities include: fitness center, valet parking, business center, salon, full time doorman, concierge services, restaurant and room service. NO BOARD APPROVAL. Small Pets Okay. 111 E 56th St is a townhouse located in Manhattan County, the 10022 ZIP Code, and the New York City Geographic District # 2 attendance zone.","111 E 56th St, New York, NY 10022 – Central Park South","['Furnished', 'Doorman', 'Concierge', 'Fitness Center']",98,100,86,yes,yes
35,3t7spre,https://www.apartments.com/406-west-48th-street-new-york-ny/3t7spre/,406 West 48th Street,"2,350",1,1,,"About 406 West 48th Street (No description for both the Building and the Listing in Streeteasy) 406 West 48th Street is an apartment located in Manhattan County, the 10036 ZIP Code, and the attendance zone.","406 W 48th St, New York, NY 10036 – Hell's Kitchen",[],100,100,95,yes,
36,z57l15x,https://www.apartments.com/500-w-56th-st-new-york-ny/z57l15x/,500 W 56th St Unit 1213.753074,"4,950",Studio,1,,"About 500 W 56th St New York, NY 10019 **Landing special: Save $250 with promo code APTS250** Landing offers flexible leases across a network of over 35,000 fully-furnished apartments throughout 200+ cities so you can rent on your terms, practically anywhere, and avoid the hassle of paying deposits or application fees. Visit hellolanding.com to learn about all the benefits of a Landing membership, see our competitive up-to-date pricing, explore available apartments, take virtual tours, and make reservations online without jumping through traditional rental hoops. Landing’s apartments at The Westport are designed for comfortable, easy living, with the ability to stay as long as you like. Experience living with Landing Every apartment is outfitted with all the modern essentials including: custom-designed furnishings, a fully-equipped kitchen with deluxe stainless steel appliances, a gourmet coffee maker, premium linens, Smart TVs, and incredibly fast, reliable internet for working from home. When you live with Landing, you'll enjoy a hassle-free experience with the added benefit of 24/7 access to our dedicated member experience team. Some of the nitty-gritty: a background check and proof of income are required; we’re completely smoke-free; bundled utility packages and pricing vary based on length of stay; pet-friendly options available; listed price reflects a 6+ month stay. 500 W 56th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","500 W 56th St, New York, NY 10019 – Hell's Kitchen","['Air Conditioning', 'Heating', 'Ceiling Fans', 'Dishwasher', 'Ice Maker', 'Stainless Steel Appliances', 'Pantry', 'Range', 'Refrigerator', 'Freezer', 'Basement', 'Furnished', 'Corporate Suites', 'Fitness Center', 'Yard']",99,100,84,yes,yes
37,bb69emb,https://www.apartments.com/450-w-50th-st-new-york-ny/bb69emb/,450 W 50th St,"6,750",4,2,,"About 450 W 50th St Amazing 4 bedroom penthouse apartment with skylights & private roof deck! The apartment features a granite kitchen with stainless steel appliances including a dishwasher, 2 marble bathrooms, washer & dryer, recessed lighting, wide plank oak flooring, exposed brick, pinpoint halogen lighting, individual climate control and video intercom. Available for October 1st occupancy.Conveniently located around the corner from the M11 and M50 bus lines and close to several subway lines, including the C, E, and 1 trains.Please contact office for access. 450 W 50th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone. Unique Features OutdoorArea","450 W 50th St, New York, NY 10019 – Hell's Kitchen","['OutdoorArea', 'Dishwasher', 'Hardwood Floors']",100,100,92,yes,
38,dppgspj,https://www.apartments.com/436-w-52nd-st-new-york-ny/dppgspj/,436 W 52nd ST,"5,650",2,1,,"About 436 W 52nd ST Available for September 1 occupancy, this beautifully renovated 5 Room Duplex/1.5 bath apartment with modern updates features an updated kitchen (with dishwasher), and an in-unit washer and dryer. Additional features include:Details: *stainless steel appliances*washer/dryer*modern bathroom*modern kitchen*dishwasher*hardwood floors*high ceilingsPlease call for access . 436 W 52nd ST is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","436 W 52nd St, New York, NY 10019 – Hell's Kitchen","['Dishwasher', 'Hardwood Floors']",100,100,91,yes,
39,dhfgz6l,https://www.apartments.com/436-w-52nd-st-new-york-ny/dhfgz6l/,436 W 52nd ST,"3,995",2,1,,"About 436 W 52nd ST THE FIRST IMAGE IN THE CAROUSEL IS A VIRTUAL TOUR! THE EXPERIENCE OF FEELING IN PERSON AT THIS APARTMENT WITH 360 DEGREE VIEWS IS NOW AT YOUR FINGERTIPS! Available for January 1 occupancy, this beautifully renovated 2 bedroom/1 bathroom apartment with modern updates features an updated kitchen (with dishwasher), beautiful hardwood floors and an in unit washer & dryer. Additional features include:Details: *washer & dryer*modern bathroom*modern kitchen*dishwasher*wine cooler*stainless steel appliances*hardwood floors*high ceilings*exposed brickLocation: Located just steps from great shopping & restaurants in the Theatre District! The apartment is conveniently located around the corner from the M11 and M50 bus lines and close to several subway lines, including the C, E, and 1 trains. 436 W 52nd ST is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","436 W 52nd St, New York, NY 10019 – Hell's Kitchen","['Dishwasher', 'Hardwood Floors']",100,100,91,yes,
40,dntgtyh,https://www.apartments.com/459-w-50th-st-new-york-ny/dntgtyh/,459 W 50th St,"4,995",3,1,,"About 459 W 50th St THE FIRST IMAGE IN THE CAROUSEL IS A VIRTUAL TOUR! THE EXPERIENCE OF FEELING IN PERSON AT THIS APARTMENT WITH 360 DEGREE VIEWS IS NOW AT YOUR FINGERTIPS!Available for December 1 occupancy, this beautifully renovated 3 bedroom/1.5 bathroom apartment with modern updates features an outdoor deck, an updated kitchen (with dishwasher), beautiful hardwood floors and an in unit washer & dryer. Additional features include:Details: *private roof deck*washer & dryer*modern bathroom*modern kitchen*dishwasher*wine cooler*hardwood floors*high ceilings*exposed brickLocation: Located just steps from the Theatre District and some of the best restaurants in NYC! Only around the corner from the M11 and M50 bus lines and close to several subway lines, including the C, E, and 1 trains. 459 W 50th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone. Unique Features OutdoorArea","459 W 50th St, New York, NY 10019 – Hell's Kitchen","['OutdoorArea', 'Dishwasher', 'Hardwood Floors']",100,100,95,yes,
