,for_date,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance
7526,17/01/2022,tb1722a1-Signature,"5400 26th St W, Apt I132
Bradenton, FL 34207","5400 26th St W, Apt I132",Bradenton,FL,34207,1.0,864,2021-07-11,Condo,1.502,0.79
7527,17/01/2022,tb1722a1-Signature,"6033 34th St W, Apt 104
Bradenton, FL 34210","6033 34th St W, Apt 104",Bradenton,FL,34210,2.0,948,2021-10-17,Condo,1.772,0.28
7528,17/01/2022,tb1722a1-Signature,"6114 43rd St W, Apt 105E
Bradenton, FL 34210","6114 43rd St W, Apt 105E",Bradenton,FL,34210,1.0,"1,178",2021-06-20,Condo,1.022,0.47
7529,17/01/2022,tb1722a1-Signature,"6033 34th St W, Apt 111
Bradenton, FL 34210","6033 34th St W, Apt 111",Bradenton,FL,34210,2.0,936,2021-12-15,Condo,1.822,0.28
7530,17/01/2022,tb1722a1-Signature,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","3844 59th Ave W, Unit 4164",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7531,17/01/2022,tb1722a1-Signature,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","3834 59th Ave W, Unit 3834",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7532,17/01/2022,tb1722a1-Signature,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","3868 59th Ave W, Unit 3868",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.642,0.24
7533,17/01/2022,tb1722a1-Signature,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","3882 59th Ave W, Unit 3882",Bradenton,FL,34210,2.0,912,2021-10-22,Condo,1.862,0.24
7534,17/01/2022,tb1722a1-Signature,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","3628 59th Ave W, Unit 3628",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.922,0.25
7535,17/01/2022,tb1722a1-Signature,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","3816 59th Ave W, Unit 3816",Bradenton,FL,34210,2.0,912,2021-07-03,Condo,1.812,0.28
7536,17/01/2022,tb1722a1-Signature,"3809 59th Ave W
Bradenton, FL 34210",3809 59th Ave W,Bradenton,FL,34210,2.0,912,2021-06-24,Condo,1.752,0.28
7537,17/01/2022,tb1722a1-Signature,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","6033 34th St W, Apt 135",Bayshore,Gardens,FL,2.0,"1,017",2021-08-30,Condo,1.402,0.28
7538,17/01/2022,tb1722a1-Signature,"3450 Wood Owl Cir, Apt 284
Bradenton, FL 34210","3450 Wood Owl Cir, Apt 284",Bradenton,FL,34210,1.0,"1,254",2022-01-12,Condo,2.252,0.68
7539,17/01/2022,tb1722a1-Signature,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","3513 59th Ave W, Unit 3513",Bradenton,FL,34210,2.0,"1,113",2021-09-16,Condo,1.242,0.19
7540,17/01/2022,tb1722a1-Standard,"6515 Case Ave
Bradenton, FL 34207",6515 Case Ave,Bradenton,FL,34207,1.0,952,2021-08-10,Single Family,1.792,0.82
7541,17/01/2022,tb1722a1-Standard,"3858 59th Ave W
Bradenton, FL 34210",3858 59th Ave W,Bradenton,FL,34210,2.0,912,2021-05-23,Single Family,1.312,0.24
7542,17/01/2022,tb1722a1-Standard,"3301 Vivienda Blvd
Bradenton, FL 34207",3301 Vivienda Blvd,Bradenton,FL,34207,2.0,"1,113",2021-12-20,Single Family,2.612,0.13
7543,17/01/2022,tb1722a1-Standard,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","3702 54th Dr W, Unit Q102",Bradenton,FL,34210,2.0,"1,215",2021-08-13,Single Family,2.222,0.59
7544,17/01/2022,tb1722a1-Standard,"6133 43rd St W
Bradenton, FL 34210",6133 43rd St W,Bradenton,FL,34210,2.0,"1,416",2022-01-12,Single Family,2.052,0.47
7545,17/01/2022,tb1722a1-Standard,"6033 Coral Way, Unit 5
Bradenton, FL 34207","6033 Coral Way, Unit 5",Bradenton,FL,34207,1.0,865,2021-10-16,Condo,1.732,0.7
7546,17/01/2022,tb1722a1-Standard,"5400 26th St W, Apt I132
Bradenton, FL 34207","5400 26th St W, Apt I132",Bradenton,FL,34207,1.0,864,2021-07-11,Condo,1.502,0.79
7547,17/01/2022,tb1722a1-Standard,"6033 34th St W, Apt 104
Bradenton, FL 34210","6033 34th St W, Apt 104",Bradenton,FL,34210,2.0,948,2021-10-17,Condo,1.772,0.28
7548,17/01/2022,tb1722a1-Standard,"6114 43rd St W, Apt 105E
Bradenton, FL 34210","6114 43rd St W, Apt 105E",Bradenton,FL,34210,1.0,"1,178",2021-06-20,Condo,1.022,0.47
7549,17/01/2022,tb1722a1-Standard,"6033 34th St W, Apt 111
Bradenton, FL 34210","6033 34th St W, Apt 111",Bradenton,FL,34210,2.0,936,2021-12-15,Condo,1.822,0.28
7550,17/01/2022,tb1722a1-Standard,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","3844 59th Ave W, Unit 4164",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7551,17/01/2022,tb1722a1-Standard,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","3834 59th Ave W, Unit 3834",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7552,17/01/2022,tb1722a1-Standard,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","3868 59th Ave W, Unit 3868",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.642,0.24
7553,17/01/2022,tb1722a1-Standard,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","3882 59th Ave W, Unit 3882",Bradenton,FL,34210,2.0,912,2021-10-22,Condo,1.862,0.24
7554,17/01/2022,tb1722a1-Standard,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","3628 59th Ave W, Unit 3628",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.922,0.25
7555,17/01/2022,tb1722a1-Standard,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","3816 59th Ave W, Unit 3816",Bradenton,FL,34210,2.0,912,2021-07-03,Condo,1.812,0.28
7556,17/01/2022,tb1722a1-Standard,"3809 59th Ave W
Bradenton, FL 34210",3809 59th Ave W,Bradenton,FL,34210,2.0,912,2021-06-24,Condo,1.752,0.28
7557,17/01/2022,tb1722a1-Standard,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","6033 34th St W, Apt 135",Bayshore,Gardens,FL,2.0,"1,017",2021-08-30,Condo,1.402,0.28
7558,17/01/2022,tb1722a1-Standard,"3450 Wood Owl Cir, Apt 284
Bradenton, FL 34210","3450 Wood Owl Cir, Apt 284",Bradenton,FL,34210,1.0,"1,254",2022-01-12,Condo,2.252,0.68
7559,17/01/2022,tb1722a1-Standard,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","3513 59th Ave W, Unit 3513",Bradenton,FL,34210,2.0,"1,113",2021-09-16,Condo,1.242,0.19
7560,17/01/2022,tb1722c1-Classic,"3301 Vivienda Blvd
Bradenton, FL 34207",3301 Vivienda Blvd,Bradenton,FL,34207,2.0,"1,113",2021-12-20,Single Family,2.612,0.13
7561,17/01/2022,tb1722c1-Classic,"3858 59th Ave W
Bradenton, FL 34210",3858 59th Ave W,Bradenton,FL,34210,2.0,912,2021-05-23,Single Family,1.312,0.24
7562,17/01/2022,tb1722c1-Classic,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","3702 54th Dr W, Unit Q102",Bradenton,FL,34210,2.0,"1,215",2021-08-13,Single Family,2.222,0.59
7563,17/01/2022,tb1722c1-Classic,"6133 43rd St W
Bradenton, FL 34210",6133 43rd St W,Bradenton,FL,34210,2.0,"1,416",2022-01-12,Single Family,2.052,0.47
7564,17/01/2022,tb1722c1-Classic,"6515 Case Ave
Bradenton, FL 34207",6515 Case Ave,Bradenton,FL,34207,1.0,952,2021-08-10,Single Family,1.792,0.82
7565,17/01/2022,tb1722c1-Classic,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","6033 34th St W, Apt 135",Bayshore,Gardens,FL,2.0,"1,017",2021-08-30,Condo,1.402,0.28
7566,17/01/2022,tb1722c1-Classic,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","3513 59th Ave W, Unit 3513",Bradenton,FL,34210,2.0,"1,113",2021-09-16,Condo,1.242,0.19
7567,17/01/2022,tb1722c1-Classic,"2713 60th Avenue Dr W
Bradenton, FL 34207",2713 60th Avenue Dr W,Bradenton,FL,34207,2.0,"1,076",2022-01-12,Condo,2.142,0.43
7568,17/01/2022,tb1722c1-Classic,"6033 34th St W, Apt 104
Bradenton, FL 34210","6033 34th St W, Apt 104",Bradenton,FL,34210,2.0,948,2021-10-17,Condo,1.772,0.28
7569,17/01/2022,tb1722c1-Classic,"5903 43rd St W
Bradenton, FL 34210",5903 43rd St W,Bradenton,FL,34210,2.0,"1,116",2021-06-20,Townhouse,2.282,0.34
7570,17/01/2022,tb1722c1-Classic,"6033 34th St W, Apt 111
Bradenton, FL 34210","6033 34th St W, Apt 111",Bradenton,FL,34210,2.0,936,2021-12-15,Condo,1.822,0.28
7571,17/01/2022,tb1722c1-Classic,"3506 54th Dr W, Unit 107
Bradenton, FL 34210","3506 54th Dr W, Unit 107",Bradenton,FL,34210,2.0,"1,097",2022-01-12,Condo,2.512,0.59
7572,17/01/2022,tb1722c1-Classic,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","3844 59th Ave W, Unit 4164",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7573,17/01/2022,tb1722c1-Classic,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","3834 59th Ave W, Unit 3834",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7574,17/01/2022,tb1722c1-Classic,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","3868 59th Ave W, Unit 3868",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.642,0.24
7575,17/01/2022,tb1722c1-Classic,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","3882 59th Ave W, Unit 3882",Bradenton,FL,34210,2.0,912,2021-10-22,Condo,1.862,0.24
7576,17/01/2022,tb1722c1-Classic,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","3628 59th Ave W, Unit 3628",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.922,0.25
7577,17/01/2022,tb1722c1-Classic,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","3816 59th Ave W, Unit 3816",Bradenton,FL,34210,2.0,912,2021-07-03,Condo,1.812,0.28
7578,17/01/2022,tb1722c1-Classic,"3809 59th Ave W
Bradenton, FL 34210",3809 59th Ave W,Bradenton,FL,34210,2.0,912,2021-06-24,Condo,1.752,0.28
7579,17/01/2022,tb1722c1-Classic,"3604 54th Dr W, Unit K102
Bradenton, FL 34210","3604 54th Dr W, Unit K102",Bradenton,FL,34210,2.0,"1,114",2022-01-12,Condo,2.782,0.61
7580,17/01/2022,tb1722c1-Premium,"3301 Vivienda Blvd
Bradenton, FL 34207",3301 Vivienda Blvd,Bradenton,FL,34207,2.0,"1,113",2021-12-20,Single Family,2.612,0.13
7581,17/01/2022,tb1722c1-Premium,"3858 59th Ave W
Bradenton, FL 34210",3858 59th Ave W,Bradenton,FL,34210,2.0,912,2021-05-23,Single Family,1.312,0.24
7582,17/01/2022,tb1722c1-Premium,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","3702 54th Dr W, Unit Q102",Bradenton,FL,34210,2.0,"1,215",2021-08-13,Single Family,2.222,0.59
7583,17/01/2022,tb1722c1-Premium,"6133 43rd St W
Bradenton, FL 34210",6133 43rd St W,Bradenton,FL,34210,2.0,"1,416",2022-01-12,Single Family,2.052,0.47
7584,17/01/2022,tb1722c1-Premium,"6515 Case Ave
Bradenton, FL 34207",6515 Case Ave,Bradenton,FL,34207,1.0,952,2021-08-10,Single Family,1.792,0.82
7585,17/01/2022,tb1722c1-Premium,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","6033 34th St W, Apt 135",Bayshore,Gardens,FL,2.0,"1,017",2021-08-30,Condo,1.402,0.28
7586,17/01/2022,tb1722c1-Premium,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","3513 59th Ave W, Unit 3513",Bradenton,FL,34210,2.0,"1,113",2021-09-16,Condo,1.242,0.19
7587,17/01/2022,tb1722c1-Premium,"2713 60th Avenue Dr W
Bradenton, FL 34207",2713 60th Avenue Dr W,Bradenton,FL,34207,2.0,"1,076",2022-01-12,Condo,2.142,0.43
7588,17/01/2022,tb1722c1-Premium,"6033 34th St W, Apt 104
Bradenton, FL 34210","6033 34th St W, Apt 104",Bradenton,FL,34210,2.0,948,2021-10-17,Condo,1.772,0.28
7589,17/01/2022,tb1722c1-Premium,"5903 43rd St W
Bradenton, FL 34210",5903 43rd St W,Bradenton,FL,34210,2.0,"1,116",2021-06-20,Townhouse,2.282,0.34
7590,17/01/2022,tb1722c1-Premium,"6033 34th St W, Apt 111
Bradenton, FL 34210","6033 34th St W, Apt 111",Bradenton,FL,34210,2.0,936,2021-12-15,Condo,1.822,0.28
7591,17/01/2022,tb1722c1-Premium,"3506 54th Dr W, Unit 107
Bradenton, FL 34210","3506 54th Dr W, Unit 107",Bradenton,FL,34210,2.0,"1,097",2022-01-12,Condo,2.512,0.59
7592,17/01/2022,tb1722c1-Premium,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","3844 59th Ave W, Unit 4164",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7593,17/01/2022,tb1722c1-Premium,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","3834 59th Ave W, Unit 3834",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7594,17/01/2022,tb1722c1-Premium,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","3868 59th Ave W, Unit 3868",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.642,0.24
7595,17/01/2022,tb1722c1-Premium,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","3882 59th Ave W, Unit 3882",Bradenton,FL,34210,2.0,912,2021-10-22,Condo,1.862,0.24
7596,17/01/2022,tb1722c1-Premium,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","3628 59th Ave W, Unit 3628",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.922,0.25
7597,17/01/2022,tb1722c1-Premium,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","3816 59th Ave W, Unit 3816",Bradenton,FL,34210,2.0,912,2021-07-03,Condo,1.812,0.28
7598,17/01/2022,tb1722c1-Premium,"3809 59th Ave W
Bradenton, FL 34210",3809 59th Ave W,Bradenton,FL,34210,2.0,912,2021-06-24,Condo,1.752,0.28
7599,17/01/2022,tb1722c1-Premium,"3604 54th Dr W, Unit K102
Bradenton, FL 34210","3604 54th Dr W, Unit K102",Bradenton,FL,34210,2.0,"1,114",2022-01-12,Condo,2.782,0.61
7600,17/01/2022,tb1722c1-Standard,"3301 Vivienda Blvd
Bradenton, FL 34207",3301 Vivienda Blvd,Bradenton,FL,34207,2.0,"1,113",2021-12-20,Single Family,2.612,0.13
7601,17/01/2022,tb1722c1-Standard,"3858 59th Ave W
Bradenton, FL 34210",3858 59th Ave W,Bradenton,FL,34210,2.0,912,2021-05-23,Single Family,1.312,0.24
7602,17/01/2022,tb1722c1-Standard,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","3702 54th Dr W, Unit Q102",Bradenton,FL,34210,2.0,"1,215",2021-08-13,Single Family,2.222,0.59
7603,17/01/2022,tb1722c1-Standard,"6133 43rd St W
Bradenton, FL 34210",6133 43rd St W,Bradenton,FL,34210,2.0,"1,416",2022-01-12,Single Family,2.052,0.47
7604,17/01/2022,tb1722c1-Standard,"6515 Case Ave
Bradenton, FL 34207",6515 Case Ave,Bradenton,FL,34207,1.0,952,2021-08-10,Single Family,1.792,0.82
7605,17/01/2022,tb1722c1-Standard,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","6033 34th St W, Apt 135",Bayshore,Gardens,FL,2.0,"1,017",2021-08-30,Condo,1.402,0.28
7606,17/01/2022,tb1722c1-Standard,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","3513 59th Ave W, Unit 3513",Bradenton,FL,34210,2.0,"1,113",2021-09-16,Condo,1.242,0.19
7607,17/01/2022,tb1722c1-Standard,"2713 60th Avenue Dr W
Bradenton, FL 34207",2713 60th Avenue Dr W,Bradenton,FL,34207,2.0,"1,076",2022-01-12,Condo,2.142,0.43
7608,17/01/2022,tb1722c1-Standard,"6033 34th St W, Apt 104
Bradenton, FL 34210","6033 34th St W, Apt 104",Bradenton,FL,34210,2.0,948,2021-10-17,Condo,1.772,0.28
7609,17/01/2022,tb1722c1-Standard,"5903 43rd St W
Bradenton, FL 34210",5903 43rd St W,Bradenton,FL,34210,2.0,"1,116",2021-06-20,Townhouse,2.282,0.34
7610,17/01/2022,tb1722c1-Standard,"6033 34th St W, Apt 111
Bradenton, FL 34210","6033 34th St W, Apt 111",Bradenton,FL,34210,2.0,936,2021-12-15,Condo,1.822,0.28
7611,17/01/2022,tb1722c1-Standard,"3506 54th Dr W, Unit 107
Bradenton, FL 34210","3506 54th Dr W, Unit 107",Bradenton,FL,34210,2.0,"1,097",2022-01-12,Condo,2.512,0.59
7612,17/01/2022,tb1722c1-Standard,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","3844 59th Ave W, Unit 4164",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7613,17/01/2022,tb1722c1-Standard,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","3834 59th Ave W, Unit 3834",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,2.632,0.24
7614,17/01/2022,tb1722c1-Standard,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","3868 59th Ave W, Unit 3868",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.642,0.24
7615,17/01/2022,tb1722c1-Standard,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","3882 59th Ave W, Unit 3882",Bradenton,FL,34210,2.0,912,2021-10-22,Condo,1.862,0.24
7616,17/01/2022,tb1722c1-Standard,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","3628 59th Ave W, Unit 3628",Bradenton,FL,34210,2.0,912,2022-01-12,Condo,1.922,0.25
7617,17/01/2022,tb1722c1-Standard,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","3816 59th Ave W, Unit 3816",Bradenton,FL,34210,2.0,912,2021-07-03,Condo,1.812,0.28
7618,17/01/2022,tb1722c1-Standard,"3809 59th Ave W
Bradenton, FL 34210",3809 59th Ave W,Bradenton,FL,34210,2.0,912,2021-06-24,Condo,1.752,0.28
7619,17/01/2022,tb1722c1-Standard,"3604 54th Dr W, Unit K102
Bradenton, FL 34210","3604 54th Dr W, Unit K102",Bradenton,FL,34210,2.0,"1,114",2022-01-12,Condo,2.782,0.61
7620,17/01/2022,tb1841a1-Signature,"1501 13th St W
Bradenton, FL 34205",1501 13th St W,Bradenton,FL,34205,1.0,"1,050",2022-01-12,Single Family,1.102,1.59
7621,17/01/2022,tb1841a1-Signature,"1503 13th St W
Bradenton, FL 34205",1503 13th St W,Bradenton,FL,34205,1.0,"1,050",2021-09-20,Single Family,1.002,1.59
7622,17/01/2022,tb1841a1-Signature,"54 Braden Castle Dr
Bradenton, FL 34208",54 Braden Castle Dr,Bradenton,FL,34208,1.0,496,2021-10-27,Single Family,4.032,1.27
7623,17/01/2022,tb1841a1-Signature,"567 18th St E
Bradenton, FL 34208",567 18th St E,Bradenton,FL,34208,1.0,705,2021-11-17,Single Family,2.222,0.55
7624,17/01/2022,tb1841a1-Signature,"614 20th Ave W
Bradenton, FL 34205",614 20th Ave W,Bradenton,FL,34205,1.0,756,2021-12-21,Single Family,1.852,1.52
7625,17/01/2022,tb1841a1-Signature,"408 3rd Ave E Apt C
Bradenton, FL 34208",408 3rd Ave E Apt C,Bradenton,FL,34208,1.0,800,2021-11-17,Condo,1.252,0.48
7626,17/01/2022,tb1841a1-Signature,"2228 2nd Ave E Apt B
Bradenton, FL 34208",2228 2nd Ave E Apt B,Bradenton,FL,34208,1.0,700,2021-10-15,Apartment,1.792,0.94
7627,17/01/2022,tb1841a1-Signature,"1412 12th Ave W, Fl 34205
Bradenton, FL 34205","1412 12th Ave W, Fl 34205",Bradenton,FL,34205,,,2021-08-25,Single Family,,1.61
7628,17/01/2022,tb1841a1-Signature,"2705 6th St W
Bradenton, FL 34205",2705 6th St W,Bradenton,FL,34205,1.0,880,2021-08-10,Single Family,1.482,1.77
7629,17/01/2022,tb1841a1-Signature,"1307 14 St W, Unit 54
Bradenton, FL 34207","1307 14 St W, Unit 54",Bradenton,FL,34207,1.0,400,2021-06-29,Single Family,1.882,1.6
7630,17/01/2022,tb1841a1-Signature,"1016 10th Ave W Apt C
Bradenton, FL 34205",1016 10th Ave W Apt C,Bradenton,FL,34205,1.0,700,2021-08-24,Apartment,1.212,1.37
7631,17/01/2022,tb1841a1-Signature,"1118 15th St W
Bradenton, FL 34205",1118 15th St W,Bradenton,FL,34205,2.0,790,2021-09-12,Townhouse,1.582,1.64
7632,17/01/2022,tb1841a1-Signature,"321 3rd Street Dr W
Palmetto, FL 34221",321 3rd Street Dr W,Palmetto,FL,34221,1.5,"1,088",2021-10-13,Single Family,1.192,1.43
7633,17/01/2022,tb1841a1-Signature,"102 4th St E, Apt A
Bradenton, FL 34208","102 4th St E, Apt A",Bradenton,FL,34208,1.0,850,2021-05-28,Condo,1.532,0.52
7634,17/01/2022,tb1841a1-Signature,"1002 12th St W
Bradenton, FL 34205",1002 12th St W,Bradenton,FL,34205,1.0,,2022-01-12,Apartment,,1.45
7635,17/01/2022,tb1841a1-Signature,"1818 6th Ave W Unit D
Bradenton, FL 34205",1818 6th Ave W Unit D,Bradenton,FL,34205,1.0,414,2021-09-22,Condo,2.232,1.77
7636,17/01/2022,tb1841a1-Signature,"1329 2nd Ave W Apt A
Bradenton, FL 34205",1329 2nd Ave W Apt A,Bradenton,FL,34205,1.0,,2021-05-23,Apartment,,1.46
7637,17/01/2022,tb1841a1-Signature,"1215 11th Ave W Apt A
Bradenton, FL 34205",1215 11th Ave W Apt A,Bradenton,FL,34205,1.0,,2021-08-13,Apartment,,1.48
7638,17/01/2022,tb1841a1-Signature,"1425 14th St W
Bradenton, FL 34205",1425 14th St W,Bradenton,FL,34205,1.0,,2021-09-30,Apartment,,1.64
7639,17/01/2022,tb1841a1-Signature,"2811 4th St E
Bradenton, FL 34208",2811 4th St E,Bradenton,FL,34208,1.0,,2021-07-02,Apartment,,1.68
7640,17/01/2022,tb1841a2-Signature,"1501 13th St W
Bradenton, FL 34205",1501 13th St W,Bradenton,FL,34205,1.0,"1,050",2022-01-12,Single Family,1.102,1.59
7641,17/01/2022,tb1841a2-Signature,"1503 13th St W
Bradenton, FL 34205",1503 13th St W,Bradenton,FL,34205,1.0,"1,050",2021-09-20,Single Family,1.002,1.59
7642,17/01/2022,tb1841a2-Signature,"54 Braden Castle Dr
Bradenton, FL 34208",54 Braden Castle Dr,Bradenton,FL,34208,1.0,496,2021-10-27,Single Family,4.032,1.27
7643,17/01/2022,tb1841a2-Signature,"567 18th St E
Bradenton, FL 34208",567 18th St E,Bradenton,FL,34208,1.0,705,2021-11-17,Single Family,2.222,0.55
7644,17/01/2022,tb1841a2-Signature,"408 3rd Ave E Apt C
Bradenton, FL 34208",408 3rd Ave E Apt C,Bradenton,FL,34208,1.0,800,2021-11-17,Condo,1.252,0.48
7645,17/01/2022,tb1841a2-Signature,"2705 6th St W
Bradenton, FL 34205",2705 6th St W,Bradenton,FL,34205,1.0,880,2021-08-10,Single Family,1.482,1.77
7646,17/01/2022,tb1841a2-Signature,"614 20th Ave W
Bradenton, FL 34205",614 20th Ave W,Bradenton,FL,34205,1.0,756,2021-12-21,Single Family,1.852,1.52
7647,17/01/2022,tb1841a2-Signature,"1412 12th Ave W, Fl 34205
Bradenton, FL 34205","1412 12th Ave W, Fl 34205",Bradenton,FL,34205,,,2021-08-25,Single Family,,1.61
7648,17/01/2022,tb1841a2-Signature,"2228 2nd Ave E Apt B
Bradenton, FL 34208",2228 2nd Ave E Apt B,Bradenton,FL,34208,1.0,700,2021-10-15,Apartment,1.792,0.94
7649,17/01/2022,tb1841a2-Signature,"1307 14 St W, Unit 54
Bradenton, FL 34207","1307 14 St W, Unit 54",Bradenton,FL,34207,1.0,400,2021-06-29,Single Family,1.882,1.6
7650,17/01/2022,tb1841a2-Signature,"1016 10th Ave W Apt C
Bradenton, FL 34205",1016 10th Ave W Apt C,Bradenton,FL,34205,1.0,700,2021-08-24,Apartment,1.212,1.37
7651,17/01/2022,tb1841a2-Signature,"1118 15th St W
Bradenton, FL 34205",1118 15th St W,Bradenton,FL,34205,2.0,790,2021-09-12,Townhouse,1.582,1.64
7652,17/01/2022,tb1841a2-Signature,"321 3rd Street Dr W
Palmetto, FL 34221",321 3rd Street Dr W,Palmetto,FL,34221,1.5,"1,088",2021-10-13,Single Family,1.192,1.43
7653,17/01/2022,tb1841a2-Signature,"102 4th St E, Apt A
Bradenton, FL 34208","102 4th St E, Apt A",Bradenton,FL,34208,1.0,850,2021-05-28,Condo,1.532,0.52
7654,17/01/2022,tb1841a2-Signature,"1002 12th St W
Bradenton, FL 34205",1002 12th St W,Bradenton,FL,34205,1.0,,2022-01-12,Apartment,,1.45
7655,17/01/2022,tb1841a2-Signature,"1329 2nd Ave W Apt A
Bradenton, FL 34205",1329 2nd Ave W Apt A,Bradenton,FL,34205,1.0,,2021-05-23,Apartment,,1.46
7656,17/01/2022,tb1841a2-Signature,"1215 11th Ave W Apt A
Bradenton, FL 34205",1215 11th Ave W Apt A,Bradenton,FL,34205,1.0,,2021-08-13,Apartment,,1.48
7657,17/01/2022,tb1841a2-Signature,"1425 14th St W
Bradenton, FL 34205",1425 14th St W,Bradenton,FL,34205,1.0,,2021-09-30,Apartment,,1.64
7658,17/01/2022,tb1841a2-Signature,"2811 4th St E
Bradenton, FL 34208",2811 4th St E,Bradenton,FL,34208,1.0,,2021-07-02,Apartment,,1.68
7659,17/01/2022,tb1841a2-Signature,"1223 17th St W
Bradenton, FL 34205",1223 17th St W,Bradenton,FL,34205,1.0,,2021-11-17,Apartment,,1.76
7660,17/01/2022,tb1842c1-Signature,"321 3rd Street Dr W
Palmetto, FL 34221",321 3rd Street Dr W,Palmetto,FL,34221,1.5,"1,088",2021-10-13,Single Family,1.192,1.43
7661,17/01/2022,tb1842c1-Signature,"218 3rd Ave E
Bradenton, FL 34208",218 3rd Ave E,Bradenton,FL,34208,2.0,"1,142",2021-09-12,Single Family,1.532,0.57
7662,17/01/2022,tb1842c1-Signature,"1828 7th Ave E
Bradenton, FL 34208",1828 7th Ave E,Bradenton,FL,34208,2.0,"1,097",2021-08-06,Single Family,1.552,0.64
7663,17/01/2022,tb1842c1-Signature,"567 18th St E
Bradenton, FL 34208",567 18th St E,Bradenton,FL,34208,1.0,705,2021-11-17,Single Family,2.222,0.55
7664,17/01/2022,tb1842c1-Signature,"2705 6th St W
Bradenton, FL 34205",2705 6th St W,Bradenton,FL,34205,1.0,880,2021-08-10,Single Family,1.482,1.77
7665,17/01/2022,tb1842c1-Signature,"2514 10th Avenue Dr E
Bradenton, FL 34208",2514 10th Avenue Dr E,Bradenton,FL,34208,1.5,"1,152",2021-10-28,Single Family,1.522,1.25
